gene_name,NC_1,NC_2,NC_3,S4_1,S4_2,S4_3
TMEM59L,47,69,55,23,26,12
TMEM60,367,413,402,334,410,364
TMEM61,2,1,0,0,0,0
TMEM62,226,292,261,367,438,386
TMEM63A,909,930,907,803,835,669
TMEM63B,502,531,486,407,428,387
TMEM63C,0,0,0,0,0,0
TMEM64,473,561,480,786,820,673
TMEM65,925,1097,1160,1004,1204,988
TMEM67,309,393,391,166,216,214
TMEM68,334,290,342,596,662,579
TMEM69,337,335,391,556,741,572
TMEM70,269,278,233,575,635,483
TMEM71,2,7,5,25,23,35
TMEM72,0,0,0,0,0,0
TMEM74,0,0,0,2,0,1
TMEM74B,2,0,3,0,0,0
TMEM79,113,83,96,88,128,89
TMEM80,261,261,256,134,154,140
TMEM81,23,11,20,29,37,35
TMEM82,0,1,0,0,0,0
TMEM86A,74,74,91,30,25,19
TMEM86B,2,11,5,16,8,4
TMEM87A,1144,1279,1293,1773,2126,1648
TMEM87B,2162,2399,2492,2880,3291,2700
TMEM88,0,1,0,4,6,10
TMEM88B,0,0,0,0,0,0
TMEM89,0,0,0,0,0,1
TMEM8B,206,224,253,70,100,79
TMEM9,627,756,783,558,578,534
TMEM91,26,44,30,16,31,18
TMEM92,6,7,3,3,7,1
TMEM94,466,456,476,366,455,346
TMEM95,0,0,0,0,0,0
TMEM97,415,402,380,851,959,848
TMEM98,1828,1998,2010,893,953,814
TMEM9B,1309,1365,1362,1005,1158,916
TMF1,2242,2247,2374,2610,3085,2573
TMIE,0,0,3,2,5,3
TMIGD1,0,0,0,0,0,0
TMIGD2,0,0,0,0,0,0
TMIGD3,2,0,8,1,1,3
TMLHE,243,277,314,236,265,222
TMOD1,139,152,171,102,100,115
TMOD2,1113,1095,1207,765,885,809
TMOD3,3037,3213,3385,3732,4208,3423
TMOD4,6,5,8,0,2,2
TMPO,630,691,749,5373,5910,5244
TMPPE,44,38,32,41,48,41
TMPRSS11A,0,0,0,0,0,0
TMPRSS11B,0,0,0,0,0,0
TMPRSS11D,0,0,0,0,0,0
TMPRSS11E,0,0,0,4,0,0
TMPRSS11F,3,0,0,0,0,0
TMPRSS12,0,0,1,2,1,1
TMPRSS13,0,0,0,0,0,0
TMPRSS15,0,0,0,0,0,0
TMPRSS2,0,0,0,0,0,0
TMPRSS3,0,0,0,0,0,0
TMPRSS4,0,0,0,0,0,0
TMPRSS5,2,0,0,0,2,3
TMPRSS6,1,1,0,0,3,3
TMPRSS7,0,0,0,2,1,0
TMPRSS9,4,6,7,8,9,12
TMSB10,9593,11258,10805,13260,16382,14065
TMSB15A,5,6,2,48,53,48
TMSB15B,50,66,46,77,138,86
TMSB15C,49,21,36,54,63,61
TMSB4X,12332,14292,13500,10381,12041,9946
TMSB4Y,0,2,6,2,10,9
TMT1A,643,656,736,208,235,199
TMT1B,0,0,1,2,2,2
TMTC1,11867,12506,13352,2367,2145,1843
TMTC2,589,676,653,204,239,241
TMTC3,1703,1860,1975,1993,2127,1805
TMTC4,135,151,123,128,140,127
TMUB1,177,228,217,148,202,173
TMUB2,538,678,591,650,596,545
TMX1,1248,1434,1359,2603,2855,2398
TMX2,1227,1319,1313,2052,2203,1922
TMX3,3689,4084,4332,4944,5440,4706
TMX4,673,687,736,871,933,804
TNC,631,741,778,4663,4910,3721
TNF,0,0,0,1,1,0
TNFAIP1,1692,1617,1656,1258,1368,1175
TNFAIP2,395,433,429,734,806,571
TNFAIP3,38,35,37,1952,2198,1444
TNFAIP6,1,3,10,394,482,326
TNFAIP8,812,806,914,256,239,206
TNFAIP8L1,54,55,53,212,187,199
TNFAIP8L2,3,1,0,2,0,5
TNFAIP8L3,14,18,18,84,99,93
TNFRSF10A,64,73,86,175,243,176
TNFRSF10B,2634,2870,2870,6938,7885,6529
TNFRSF10C,80,66,87,135,136,123
TNFRSF10D,1594,1831,1899,4080,4732,3824
TNFRSF11A,0,1,0,2,4,1
TNFRSF11B,4324,4962,5249,4311,4554,3580
TNFRSF12A,1124,1352,1293,2065,2336,2033
TNFRSF13B,0,0,0,0,0,0
TNFRSF13C,1,7,6,7,5,9
TNFRSF14,115,143,141,128,138,88
TNFRSF17,0,0,0,2,1,0
TNFRSF18,0,0,3,0,2,1
TNFRSF19,219,170,172,75,61,44
TNFRSF1A,2022,2365,2188,1678,1689,1569
TNFRSF1B,5,6,5,10,10,5
TNFRSF21,295,271,343,488,467,477
TNFRSF25,93,108,99,21,29,30
TNFRSF4,0,0,0,0,7,1
TNFRSF6B,0,0,0,0,0,0
TNFRSF8,0,2,1,2,0,0
TNFRSF9,0,0,1,1,2,2
TNFSF10,2,7,6,3,5,0
TNFSF11,0,0,0,0,0,0
TNFSF12,273,238,253,194,198,142
TNFSF12-TNFSF13,0,0,0,0,0,18
TNFSF13,59,49,48,51,51,32
TNFSF13B,27,22,17,19,14,7
TNFSF14,0,1,0,3,2,3
TNFSF15,0,0,5,12,5,7
TNFSF18,3,2,6,33,24,15
TNFSF4,54,66,52,264,304,236
TNFSF8,0,0,0,0,0,0
TNFSF9,6,5,6,10,15,4
TNIK,43,38,35,136,168,143
TNIP1,845,1015,1013,1123,1311,1036
TNIP2,338,387,357,489,582,505
TNIP3,1,7,10,4,8,7
TNK1,25,25,24,6,17,25
TNK2,332,361,357,277,365,303
TNKS,1651,1626,1727,1997,2121,1895
TNKS1BP1,4287,4524,4479,2116,2334,2079
TNKS2,2042,2224,2157,3003,3498,2918
TNMD,0,0,0,0,0,0
TNN,0,0,0,0,0,0
TNNC1,6,11,9,0,0,1
TNNC2,0,2,0,0,1,0
TNNI1,0,7,0,1,0,0
TNNI2,0,0,0,0,0,0
TNNI3,1,0,1,2,3,0
TNNI3K,0,2,3,0,0,0
TNNT1,21,15,18,28,27,50
TNNT2,1,4,6,0,0,1
TNNT3,0,0,0,0,0,0
TNP1,0,0,0,0,0,0
TNP2,0,0,0,0,0,0
TNPO1,10393,11342,11819,15765,17463,15219
TNPO2,1198,1224,1360,1668,1963,1721
TNPO3,1231,1272,1428,2563,3115,2620
TNR,0,0,0,0,1,3
TNRC18,1586,1647,1665,1607,1730,1469
TNRC6A,2142,2307,2427,2734,3151,2655
TNRC6B,854,928,939,947,1021,949
TNRC6C,438,429,471,490,533,449
TNS1,2744,2765,2848,1809,1961,1681
TNS2,1092,1143,1038,692,739,618
TNS3,10318,10512,10593,3379,3775,3055
TNS4,5,4,0,5,3,5
TNXB,139,140,147,51,51,41
TOB1,1318,1331,1404,889,872,761
TOB2,1479,1551,1537,1423,1622,1365
TOE1,96,87,82,308,310,306
TOGARAM1,547,541,481,550,544,472
TOGARAM2,4,1,4,0,0,0
TOLLIP,624,667,637,656,764,642
TOM1,448,503,474,329,415,326
TOM1L1,482,503,580,680,679,550
TOM1L2,1184,1251,1285,1045,1082,909
TOMM20,4043,4483,4426,5718,6372,5380
TOMM20L,0,0,0,0,0,0
TOMM22,513,637,549,1197,1445,1095
TOMM34,485,524,521,1543,1755,1410
TOMM40,262,300,256,932,1182,911
TOMM40L,181,203,214,243,306,236
TOMM5,468,520,426,1010,1173,930
TOMM6,528,508,564,853,1075,801
TOMM7,1123,1323,1287,876,970,856
TOMM70,1504,1508,1525,2860,3006,2589
TOMT,0,0,0,0,0,0
TONSL,49,37,47,200,242,212
TOP1,2008,2174,2242,5939,6391,5512
TOP1MT,100,124,123,219,171,195
TOP2A,526,601,665,15384,17020,14228
TOP2B,3964,4247,4452,3947,4639,3803
TOP3A,292,366,366,945,1046,887
TOP3B,217,234,222,369,370,322
TOP6BL,55,51,40,101,67,80
TOPAZ1,0,0,0,0,0,0
TOPBP1,782,765,767,2247,2385,1955
TOPORS,648,670,683,1026,1229,1044
TOR1A,854,1022,1054,1252,1550,1109
TOR1AIP1,1949,2026,2133,2038,2229,1922
TOR1AIP2,1637,1899,1798,1719,1939,1733
TOR1B,695,722,707,951,1085,920
TOR2A,49,42,56,77,100,71
TOR3A,385,396,411,699,736,657
TOR4A,295,381,360,547,636,571
TOX,285,301,297,241,250,189
TOX2,84,72,64,194,243,163
TOX3,0,0,0,0,0,0
TOX4,1376,1582,1591,1614,1773,1533
TP53,597,593,657,975,1001,869
TP53AIP1,0,0,0,1,1,2
TP53BP1,1812,1917,1964,1792,2055,1899
TP53BP2,753,753,825,1475,1747,1253
TP53I11,3938,4272,4130,708,678,579
TP53I13,162,175,159,184,178,161
TP53I3,320,380,360,412,548,451
TP53INP1,1870,1947,2083,1596,1877,1498
TP53INP2,2229,2236,2457,457,492,428
TP53RK,388,392,433,570,680,579
TP53TG3,0,0,0,0,0,0
TP53TG3B,0,0,0,0,0,0
TP53TG3C,0,0,0,0,0,0
TP53TG3D,0,0,1,0,0,0
TP53TG3E,0,0,0,0,0,0
TP53TG3F,0,0,0,0,0,0
TP53TG5,9,0,7,6,7,3
TP63,0,0,1,0,0,0
TP73,0,2,0,3,1,0
TPBG,1216,1405,1314,2919,3316,2724
TPBGL,0,0,0,0,0,0
TPCN1,907,778,866,694,802,639
TPCN2,155,159,187,125,164,129
TPD52,78,55,71,198,225,169
TPD52L1,1488,1622,1661,129,130,78
TPD52L2,2763,2827,2782,3015,3558,2883
TPD52L3,0,0,0,0,0,0
TPGS1,93,85,74,76,76,74
TPGS2,1601,1684,1615,2022,2341,1843
TPH1,4,4,7,12,12,11
TPH2,0,0,0,4,0,3
TPI1,3132,3561,3518,8271,9643,8157
TPK1,46,50,50,34,38,46
TPM1,28223,30295,29780,14567,16025,14010
TPM2,22847,26288,24441,11259,13154,11248
TPM3,5055,5899,5561,11331,13435,11186
TPM4,35258,38193,37142,27541,30976,26229
TPMT,314,416,395,485,603,493
TPO,1,0,0,0,0,1
TPP1,2762,2867,2846,2378,2783,2285
TPP2,1940,2192,2270,2495,2868,2478
TPPP,3,8,7,13,16,11
TPPP2,0,0,0,0,0,0
TPPP3,2,0,1,7,0,1
TPR,3713,3884,3940,5482,6132,5016
TPRA1,462,559,539,565,656,492
TPRG1,3,10,5,0,1,5
TPRG1L,1054,1098,1096,1121,1329,1125
TPRKB,124,152,144,452,620,479
TPRN,71,53,77,139,131,93
TPRX1,0,0,0,0,0,2
TPRX2,0,0,0,0,0,0
TPSAB1,0,0,0,0,0,0
TPSB2,0,0,0,0,0,0
TPSD1,0,0,0,0,0,0
TPSG1,0,0,0,0,0,0
TPST1,406,515,486,519,659,494
TPST2,1431,1545,1407,658,716,686
TPT1,38079,43456,42318,25914,30818,25421
TPTE,0,0,0,0,0,0
TPTE2,0,1,0,0,0,0
TPTEP2-CSNK1E,3,11,30,0,16,20
TPX2,284,384,411,5934,6472,5480
TRA2A,1542,1691,1721,2125,2391,2049
TRA2B,1817,1826,2037,4144,4665,4045
TRABD,277,275,230,406,429,434
TRABD2A,6,10,7,75,90,64
TRABD2B,0,0,0,2,0,0
TRADD,121,132,84,93,147,116
TRAF1,106,115,146,112,165,104
TRAF2,62,86,87,252,291,241
TRAF3,718,716,781,1115,1248,956
TRAF3IP1,519,493,470,517,621,558
TRAF3IP2,410,486,470,423,451,352
TRAF3IP3,1,0,3,7,8,1
TRAF4,385,378,411,417,558,425
TRAF5,1132,1133,1141,507,580,514
TRAF6,486,479,486,571,663,508
TRAF7,845,922,928,1085,1191,961
TRAFD1,453,541,529,587,629,541
TRAIP,10,14,19,189,166,156
TRAK1,925,929,816,820,908,759
TRAK2,3796,3808,3900,3743,4023,3540
TRAM1,36607,39854,39985,15651,16164,13507
TRAM1L1,28,37,28,11,12,22
TRAM2,9441,9970,9978,10390,11365,9693
TRANK1,1197,1223,1359,320,367,309
TRAP1,374,426,415,937,1069,921
TRAPPC1,867,950,974,683,783,661
TRAPPC10,819,798,765,1254,1488,1239
TRAPPC11,962,1008,1001,1134,1276,1093
TRAPPC12,375,322,358,391,465,444
TRAPPC13,561,525,633,654,753,633
TRAPPC14,177,162,189,231,273,204
TRAPPC2,204,189,194,148,208,144
TRAPPC2B,94,112,125,106,135,99
TRAPPC2L,267,348,258,400,497,452
TRAPPC3,678,807,835,1011,1290,973
TRAPPC3L,1,5,8,5,3,2
TRAPPC4,549,601,525,637,783,653
TRAPPC5,92,130,107,108,117,88
TRAPPC6A,69,95,92,22,16,17
TRAPPC6B,726,787,835,958,1102,882
TRAPPC8,1099,1279,1172,1652,1823,1600
TRAPPC9,237,287,287,116,168,138
TRARG1,0,0,0,0,1,2
TRAT1,0,0,0,0,0,0
TRDMT1,164,163,176,204,215,204
TRDN,0,0,0,0,0,0
TREH,0,0,1,3,6,1
TREM1,0,0,0,0,1,2
TREM2,0,0,0,0,0,0
TREML1,0,0,0,0,0,1
TREML2,0,2,0,0,1,0
TREML4,0,0,0,0,0,0
TRERF1,288,261,235,425,464,416
TREX1,14,18,11,27,38,20
TREX2,2,9,2,0,9,7
TRH,0,0,0,0,0,0
TRHDE,746,748,760,815,989,899
TRHR,0,0,0,2,2,4
TRIAP1,389,449,444,742,902,703
TRIB1,279,323,269,397,452,333
TRIB2,432,550,499,693,763,573
TRIB3,263,263,266,1238,1366,1200
TRIL,0,0,0,0,1,2
TRIM10,0,0,0,0,0,0
TRIM11,199,223,213,401,474,413
TRIM13,736,854,904,580,695,553
TRIM14,373,360,431,601,686,594
TRIM15,1,0,0,0,0,0
TRIM16,474,519,459,550,509,421
TRIM17,32,11,29,13,13,5
TRIM2,1059,1073,1134,818,893,851
TRIM21,245,246,309,354,412,328
TRIM22,2870,3273,3283,2366,2773,2492
TRIM23,549,660,643,823,911,775
TRIM24,258,225,268,532,575,505
TRIM25,1574,1709,1693,3528,3837,3173
TRIM26,757,816,751,970,1130,870
TRIM27,717,762,698,1231,1418,1186
TRIM28,1335,1509,1427,3794,4277,3552
TRIM29,42,54,39,15,14,11
TRIM3,219,240,222,315,370,294
TRIM31,0,0,0,0,0,0
TRIM32,681,780,784,731,851,723
TRIM33,1201,1113,1184,1516,1648,1390
TRIM34,179,226,200,151,135,111
TRIM35,347,387,338,472,548,489
TRIM36,5,4,6,74,74,57
TRIM37,607,663,749,961,1116,916
TRIM38,916,1078,1105,960,1159,997
TRIM39,234,242,269,301,287,260
TRIM39-RPP21,0,0,0,0,0,0
